trivial, nontrivial, cycles, bl, routed, usage
15, 6, 59, 2, 4, 0.200000
16, 5, 72, 2, 3, 0.200000
14, 7, 78, 3, 4, 0.190000
14, 7, 94, 3, 4, 0.190000
13, 8, 95, 1, 7, 0.250000
14, 7, 79, 3, 4, 0.180000
14, 7, 80, 1, 6, 0.240000
13, 8, 95, 1, 7, 0.250000
16, 5, 58, 2, 3, 0.180000
13, 8, 82, 2, 6, 0.220000
12, 9, 99, 3, 6, 0.210000
15, 6, 70, 2, 4, 0.190000
13, 8, 88, 3, 5, 0.200000
14, 7, 80, 1, 6, 0.240000
12, 9, 97, 2, 7, 0.230000
16, 5, 52, 1, 4, 0.210000
15, 6, 68, 2, 4, 0.200000
12, 9, 97, 2, 7, 0.230000
14, 7, 80, 2, 5, 0.230000
14, 7, 72, 2, 5, 0.210000
13, 8, 99, 3, 5, 0.190000
16, 5, 48, 1, 4, 0.220000
13, 8, 79, 1, 7, 0.260000
14, 7, 95, 2, 5, 0.210000
15, 6, 62, 1, 5, 0.220000
12, 9, 92, 2, 7, 0.230000
14, 7, 83, 2, 5, 0.200000
15, 6, 62, 1, 5, 0.220000
13, 8, 104, 1, 7, 0.260000
10, 11, 110, 3, 8, 0.220000
14, 7, 83, 2, 5, 0.210000
16, 5, 72, 2, 3, 0.200000
15, 6, 68, 2, 4, 0.200000
12, 9, 133, 4, 5, 0.190000
15, 6, 32, 0, 3, 0.210000
16, 5, 28, 1, 1, 0.170000
12, 9, 95, 1, 8, 0.270000
15, 6, 32, 0, 3, 0.210000
14, 7, 78, 2, 5, 0.200000
12, 9, 98, 1, 8, 0.270000
13, 8, 95, 1, 7, 0.250000
14, 7, 78, 2, 5, 0.200000
15, 6, 68, 2, 4, 0.190000
17, 4, 42, 1, 3, 0.200000
13, 8, 86, 0, 8, 0.270000
18, 3, 31, 0, 3, 0.220000
16, 5, 63, 2, 3, 0.180000
13, 8, 86, 0, 8, 0.270000
17, 4, 41, 0, 4, 0.230000
16, 5, 52, 1, 4, 0.210000
11, 10, 129, 2, 8, 0.250000
16, 5, 52, 1, 4, 0.220000
15, 6, 83, 2, 4, 0.220000
15, 6, 70, 1, 5, 0.230000
15, 6, 62, 1, 5, 0.220000
17, 4, 17, 0, 1, 0.190000
16, 5, 52, 1, 4, 0.220000
15, 6, 62, 1, 5, 0.220000
16, 5, 57, 1, 4, 0.210000
16, 5, 54, 0, 5, 0.250000
14, 7, 83, 2, 5, 0.210000
15, 6, 82, 2, 4, 0.210000
15, 6, 38, 1, 2, 0.190000
12, 9, 128, 4, 5, 0.190000
16, 5, 52, 1, 4, 0.210000
17, 4, 52, 2, 2, 0.180000
12, 9, 102, 1, 8, 0.280000
16, 5, 52, 1, 4, 0.210000
14, 7, 78, 2, 5, 0.200000
13, 8, 88, 1, 7, 0.260000
12, 9, 99, 3, 6, 0.210000
15, 6, 70, 2, 4, 0.190000
13, 8, 88, 3, 5, 0.200000
14, 7, 80, 1, 6, 0.240000
12, 9, 97, 2, 7, 0.230000
16, 5, 52, 1, 4, 0.210000
15, 6, 68, 2, 4, 0.200000
12, 9, 97, 2, 7, 0.230000
14, 7, 80, 2, 5, 0.230000
14, 7, 72, 2, 5, 0.210000
12, 9, 113, 2, 7, 0.220000
16, 5, 57, 1, 4, 0.220000
14, 7, 99, 3, 4, 0.210000
17, 4, 42, 1, 3, 0.200000
14, 7, 75, 1, 6, 0.240000
16, 5, 35, 0, 2, 0.210000
16, 5, 52, 1, 4, 0.220000
14, 7, 75, 1, 6, 0.240000
14, 7, 95, 3, 4, 0.210000
15, 6, 70, 1, 5, 0.230000
16, 5, 57, 1, 4, 0.220000
16, 5, 72, 2, 3, 0.200000
15, 6, 38, 1, 2, 0.190000
12, 9, 125, 4, 5, 0.180000
14, 7, 42, 0, 4, 0.220000
15, 6, 38, 1, 2, 0.180000
14, 7, 80, 1, 6, 0.240000
14, 7, 42, 0, 4, 0.220000
15, 6, 73, 2, 4, 0.190000
11, 10, 102, 3, 7, 0.230000
12, 9, 113, 3, 6, 0.210000
15, 6, 63, 1, 5, 0.230000
14, 7, 69, 1, 6, 0.250000
17, 4, 52, 1, 3, 0.200000
14, 7, 83, 2, 5, 0.200000
11, 10, 72, 3, 4, 0.160000
15, 6, 73, 2, 4, 0.190000
14, 7, 83, 2, 5, 0.200000
12, 9, 98, 3, 6, 0.210000
10, 11, 113, 2, 9, 0.250000
15, 6, 77, 2, 4, 0.200000
15, 6, 68, 2, 4, 0.200000
14, 7, 78, 2, 5, 0.220000
12, 9, 100, 2, 7, 0.240000
14, 7, 75, 1, 6, 0.240000
16, 5, 62, 2, 3, 0.200000
13, 8, 104, 1, 7, 0.260000
14, 7, 75, 1, 6, 0.240000
16, 5, 60, 1, 4, 0.230000
14, 7, 75, 1, 6, 0.240000
14, 7, 83, 2, 5, 0.210000
15, 6, 82, 2, 4, 0.210000
15, 6, 38, 1, 2, 0.190000
12, 9, 128, 4, 5, 0.190000
16, 5, 52, 1, 4, 0.210000
17, 4, 52, 2, 2, 0.180000
12, 9, 102, 1, 8, 0.280000
16, 5, 52, 1, 4, 0.210000
14, 7, 78, 2, 5, 0.200000
13, 8, 88, 1, 7, 0.260000
12, 9, 102, 2, 7, 0.230000
15, 6, 62, 2, 4, 0.200000
16, 5, 52, 1, 4, 0.210000
17, 4, 42, 1, 3, 0.200000
13, 8, 86, 0, 8, 0.270000
18, 3, 31, 0, 3, 0.220000
16, 5, 63, 2, 3, 0.180000
13, 8, 86, 0, 8, 0.270000
17, 4, 41, 0, 4, 0.230000
16, 5, 52, 1, 4, 0.210000
12, 9, 105, 1, 8, 0.260000
18, 3, 32, 1, 2, 0.190000
12, 9, 116, 3, 6, 0.210000
16, 5, 49, 2, 3, 0.180000
11, 10, 98, 1, 9, 0.260000
15, 6, 61, 1, 5, 0.230000
15, 6, 68, 2, 4, 0.190000
11, 10, 98, 1, 9, 0.260000
16, 5, 57, 1, 4, 0.210000
13, 8, 85, 2, 6, 0.230000
13, 8, 95, 1, 7, 0.250000
14, 7, 78, 2, 5, 0.200000
15, 6, 68, 2, 4, 0.190000
17, 4, 42, 1, 3, 0.200000
13, 8, 86, 0, 8, 0.270000
18, 3, 31, 0, 3, 0.220000
16, 5, 63, 2, 3, 0.180000
13, 8, 86, 0, 8, 0.270000
17, 4, 41, 0, 4, 0.230000
