trivial, nontrivial, cycles, bl, routed, usage
15, 6, 68, 1, 5, 0.230000
16, 5, 73, 2, 3, 0.200000
14, 7, 79, 3, 4, 0.190000
14, 7, 95, 3, 4, 0.190000
13, 8, 96, 1, 7, 0.250000
14, 7, 80, 3, 4, 0.180000
14, 7, 81, 1, 6, 0.240000
13, 8, 96, 1, 7, 0.250000
16, 5, 59, 2, 3, 0.180000
13, 8, 83, 2, 6, 0.220000
12, 9, 100, 3, 6, 0.210000
15, 6, 71, 2, 4, 0.190000
13, 8, 89, 3, 5, 0.200000
14, 7, 81, 1, 6, 0.240000
12, 9, 98, 2, 7, 0.230000
16, 5, 53, 1, 4, 0.210000
15, 6, 69, 2, 4, 0.200000
12, 9, 98, 2, 7, 0.230000
14, 7, 81, 2, 5, 0.230000
14, 7, 73, 2, 5, 0.210000
13, 8, 100, 3, 5, 0.180000
16, 5, 49, 1, 4, 0.220000
13, 8, 80, 1, 7, 0.260000
14, 7, 96, 2, 5, 0.210000
15, 6, 63, 1, 5, 0.220000
12, 9, 93, 2, 7, 0.230000
14, 7, 84, 2, 5, 0.200000
15, 6, 63, 1, 5, 0.220000
13, 8, 105, 1, 7, 0.260000
10, 11, 111, 3, 8, 0.220000
14, 7, 70, 3, 4, 0.190000
16, 5, 73, 2, 3, 0.200000
15, 6, 69, 2, 4, 0.200000
12, 9, 121, 4, 5, 0.180000
15, 6, 43, 0, 4, 0.230000
16, 5, 39, 1, 2, 0.190000
12, 9, 100, 2, 7, 0.260000
15, 6, 43, 0, 4, 0.230000
14, 7, 79, 2, 5, 0.200000
12, 9, 99, 1, 8, 0.270000
13, 8, 96, 1, 7, 0.250000
14, 7, 73, 2, 5, 0.210000
15, 6, 69, 2, 4, 0.190000
17, 4, 43, 1, 3, 0.200000
13, 8, 79, 1, 7, 0.240000
18, 3, 32, 0, 3, 0.220000
16, 5, 64, 2, 3, 0.180000
13, 8, 79, 1, 7, 0.240000
17, 4, 42, 0, 4, 0.230000
16, 5, 53, 1, 4, 0.210000
11, 10, 130, 2, 8, 0.250000
16, 5, 53, 1, 4, 0.220000
15, 6, 84, 2, 4, 0.220000
15, 6, 76, 1, 5, 0.230000
15, 6, 63, 1, 5, 0.220000
17, 4, 34, 1, 1, 0.180000
