trivial, nontrivial, cycles, bl, routed, usage
10, 20, 226, 8, 12, 0.270000
17, 13, 167, 5, 8, 0.280000
14, 16, 185, 5, 11, 0.320000
15, 15, 16, 0, 2, 0.170000
15, 15, 177, 5, 10, 0.280000
17, 13, 171, 5, 8, 0.260000
17, 13, 211, 4, 9, 0.340000
15, 15, 177, 5, 10, 0.280000
15, 15, 170, 5, 10, 0.260000
12, 18, 196, 8, 10, 0.240000
17, 13, 113, 3, 6, 0.260000
15, 15, 197, 6, 9, 0.270000
17, 13, 16, 0, 2, 0.190000
13, 17, 227, 6, 11, 0.290000
19, 11, 147, 5, 6, 0.250000
16, 14, 189, 4, 10, 0.330000
13, 17, 227, 6, 11, 0.290000
14, 16, 208, 6, 10, 0.260000
15, 15, 207, 4, 11, 0.350000
15, 15, 191, 5, 10, 0.290000
16, 14, 157, 3, 11, 0.320000
13, 17, 222, 7, 10, 0.260000
18, 12, 140, 4, 8, 0.280000
15, 15, 191, 4, 11, 0.350000
15, 15, 181, 3, 12, 0.330000
15, 15, 161, 5, 10, 0.280000
15, 15, 191, 4, 11, 0.350000
16, 14, 158, 7, 7, 0.220000
17, 13, 155, 5, 8, 0.290000
12, 18, 240, 5, 13, 0.310000
15, 15, 171, 7, 8, 0.260000
14, 16, 209, 4, 12, 0.400000
17, 13, 151, 3, 10, 0.330000
16, 14, 170, 5, 9, 0.260000
17, 13, 165, 3, 10, 0.360000
17, 13, 151, 3, 10, 0.330000
16, 14, 188, 5, 9, 0.290000
16, 14, 168, 5, 9, 0.260000
17, 13, 179, 2, 11, 0.420000
19, 11, 143, 4, 7, 0.300000
15, 15, 213, 4, 11, 0.330000
16, 14, 161, 3, 11, 0.320000
17, 13, 165, 4, 9, 0.300000
15, 15, 197, 4, 11, 0.310000
16, 14, 161, 3, 11, 0.320000
15, 15, 181, 6, 9, 0.260000
13, 17, 243, 6, 11, 0.330000
14, 16, 205, 5, 11, 0.290000
14, 16, 212, 5, 11, 0.330000
16, 14, 203, 6, 8, 0.290000
21, 9, 141, 5, 4, 0.220000
13, 17, 196, 3, 14, 0.380000
14, 16, 119, 2, 9, 0.270000
18, 12, 120, 3, 9, 0.300000
13, 17, 196, 3, 14, 0.380000
12, 18, 236, 7, 11, 0.320000
15, 15, 167, 5, 10, 0.320000
17, 13, 164, 4, 9, 0.310000
17, 13, 164, 5, 8, 0.280000
15, 15, 175, 5, 10, 0.300000
16, 14, 172, 3, 11, 0.340000
16, 14, 153, 2, 12, 0.350000
16, 14, 172, 3, 11, 0.330000
