trivial, nontrivial, cycles, bl, routed, usage
10, 20, 225, 7, 13, 0.300000
17, 13, 173, 5, 8, 0.280000
14, 16, 186, 5, 11, 0.320000
15, 15, 27, 0, 3, 0.190000
15, 15, 188, 5, 10, 0.280000
17, 13, 164, 6, 7, 0.240000
17, 13, 205, 4, 9, 0.350000
15, 15, 188, 5, 10, 0.280000
15, 15, 171, 5, 10, 0.270000
12, 18, 206, 8, 10, 0.270000
17, 13, 114, 3, 6, 0.260000
15, 15, 198, 6, 9, 0.250000
17, 13, 27, 0, 3, 0.210000
13, 17, 226, 5, 12, 0.330000
19, 11, 151, 5, 6, 0.260000
16, 14, 190, 4, 10, 0.330000
13, 17, 226, 5, 12, 0.330000
14, 16, 209, 6, 10, 0.260000
15, 15, 208, 4, 11, 0.350000
15, 15, 192, 5, 10, 0.290000
16, 14, 158, 3, 11, 0.320000
13, 17, 221, 5, 12, 0.340000
18, 12, 149, 4, 8, 0.290000
15, 15, 192, 4, 11, 0.350000
15, 15, 182, 3, 12, 0.330000
15, 15, 162, 5, 10, 0.270000
15, 15, 192, 4, 11, 0.350000
16, 14, 159, 7, 7, 0.230000
17, 13, 156, 5, 8, 0.290000
12, 18, 244, 6, 12, 0.330000
15, 15, 172, 7, 8, 0.260000
14, 16, 210, 4, 12, 0.400000
17, 13, 152, 3, 10, 0.330000
16, 14, 171, 5, 9, 0.260000
17, 13, 166, 3, 10, 0.360000
17, 13, 152, 3, 10, 0.330000
16, 14, 174, 6, 8, 0.250000
16, 14, 169, 5, 9, 0.260000
17, 13, 180, 3, 10, 0.380000
19, 11, 155, 4, 7, 0.300000
15, 15, 211, 3, 12, 0.370000
16, 14, 162, 3, 11, 0.320000
17, 13, 166, 4, 9, 0.300000
15, 15, 204, 5, 10, 0.280000
16, 14, 162, 3, 11, 0.320000
15, 15, 182, 6, 9, 0.250000
13, 17, 257, 6, 11, 0.340000
14, 16, 218, 4, 12, 0.320000
14, 16, 213, 5, 11, 0.330000
16, 14, 201, 6, 8, 0.280000
21, 9, 142, 5, 4, 0.220000
13, 17, 198, 3, 14, 0.390000
14, 16, 135, 3, 8, 0.250000
18, 12, 121, 3, 9, 0.300000
13, 17, 198, 3, 14, 0.390000
12, 18, 230, 7, 11, 0.320000
15, 15, 168, 5, 10, 0.320000
17, 13, 174, 4, 9, 0.310000
17, 13, 165, 5, 8, 0.280000
15, 15, 176, 5, 10, 0.300000
16, 14, 179, 3, 11, 0.360000
16, 14, 158, 2, 12, 0.360000
16, 14, 173, 3, 11, 0.340000
16, 14, 174, 4, 10, 0.300000
16, 14, 158, 2, 12, 0.360000
13, 17, 216, 7, 10, 0.250000
15, 15, 243, 7, 8, 0.250000
13, 17, 175, 6, 11, 0.300000
18, 12, 147, 4, 8, 0.280000
16, 14, 173, 5, 9, 0.300000
17, 13, 27, 0, 3, 0.210000
13, 17, 212, 4, 13, 0.340000
19, 11, 119, 4, 4, 0.230000
13, 17, 217, 5, 12, 0.310000
13, 17, 212, 4, 13, 0.340000
14, 16, 193, 6, 10, 0.250000
17, 13, 193, 6, 7, 0.230000
12, 18, 247, 6, 12, 0.310000
14, 16, 197, 7, 9, 0.270000
15, 15, 136, 6, 4, 0.190000
15, 15, 192, 6, 9, 0.300000
16, 14, 101, 1, 8, 0.310000
16, 14, 220, 5, 9, 0.310000
15, 15, 192, 6, 9, 0.300000
15, 15, 179, 7, 8, 0.290000
15, 15, 198, 8, 7, 0.230000
13, 17, 218, 4, 13, 0.320000
16, 14, 180, 5, 9, 0.290000
15, 15, 210, 8, 7, 0.250000
19, 11, 168, 5, 6, 0.280000
13, 17, 201, 5, 12, 0.340000
14, 16, 162, 3, 13, 0.350000
17, 13, 131, 3, 10, 0.310000
13, 17, 201, 5, 12, 0.340000
15, 15, 196, 6, 9, 0.280000
15, 15, 192, 5, 10, 0.350000
15, 15, 184, 4, 11, 0.300000
17, 13, 177, 6, 7, 0.250000
15, 15, 196, 5, 10, 0.320000
19, 11, 167, 5, 6, 0.260000
15, 15, 249, 8, 7, 0.240000
16, 14, 207, 6, 8, 0.290000
17, 13, 189, 4, 9, 0.310000
15, 15, 249, 8, 7, 0.240000
16, 14, 166, 6, 8, 0.330000
16, 14, 199, 6, 8, 0.310000
16, 14, 182, 4, 10, 0.300000
16, 14, 190, 4, 10, 0.370000
14, 16, 150, 5, 6, 0.230000
21, 9, 137, 5, 4, 0.240000
16, 14, 196, 5, 9, 0.270000
15, 15, 218, 6, 9, 0.310000
18, 12, 179, 4, 8, 0.300000
16, 14, 196, 5, 9, 0.270000
14, 16, 186, 7, 9, 0.300000
15, 15, 225, 6, 9, 0.320000
14, 16, 172, 4, 12, 0.300000
14, 16, 185, 5, 11, 0.340000
15, 15, 168, 5, 10, 0.310000
14, 16, 68, 1, 4, 0.220000
16, 14, 179, 4, 10, 0.360000
16, 14, 177, 2, 12, 0.420000
17, 13, 3, 0, 0, 0.170000
16, 14, 158, 5, 9, 0.300000
15, 15, 176, 2, 13, 0.370000
13, 17, 241, 5, 12, 0.330000
14, 16, 180, 6, 10, 0.270000
15, 15, 169, 5, 10, 0.300000
18, 12, 129, 3, 9, 0.320000
16, 14, 153, 4, 10, 0.300000
15, 15, 169, 5, 10, 0.300000
14, 16, 199, 4, 12, 0.330000
14, 16, 214, 6, 10, 0.330000
14, 16, 203, 5, 11, 0.310000
13, 17, 184, 7, 10, 0.250000
19, 11, 168, 4, 7, 0.290000
13, 17, 208, 5, 12, 0.300000
15, 15, 179, 4, 11, 0.310000
15, 15, 240, 6, 9, 0.280000
13, 17, 208, 5, 12, 0.300000
16, 14, 203, 4, 10, 0.330000
15, 15, 217, 6, 9, 0.280000
15, 15, 192, 4, 11, 0.340000
13, 17, 191, 6, 7, 0.230000
16, 14, 183, 5, 9, 0.290000
15, 15, 189, 5, 10, 0.300000
15, 15, 212, 4, 11, 0.330000
12, 18, 203, 5, 13, 0.320000
15, 15, 189, 5, 10, 0.300000
13, 17, 191, 5, 12, 0.300000
16, 14, 176, 6, 8, 0.320000
10, 20, 256, 5, 15, 0.370000
11, 19, 217, 8, 11, 0.240000
13, 17, 235, 6, 11, 0.310000
18, 12, 179, 4, 8, 0.300000
15, 15, 181, 4, 11, 0.310000
16, 14, 205, 7, 7, 0.240000
16, 14, 200, 6, 8, 0.260000
15, 15, 181, 4, 11, 0.310000
11, 19, 222, 6, 13, 0.300000
15, 15, 193, 6, 9, 0.280000
13, 17, 214, 6, 11, 0.300000
14, 16, 183, 4, 12, 0.300000
16, 14, 95, 5, 5, 0.210000
18, 12, 168, 5, 7, 0.280000
15, 15, 161, 4, 8, 0.290000
15, 15, 185, 4, 11, 0.300000
15, 15, 226, 6, 9, 0.300000
15, 15, 161, 4, 8, 0.290000
14, 16, 205, 6, 10, 0.270000
15, 15, 205, 6, 9, 0.300000
15, 15, 191, 5, 10, 0.320000
