trivial, nontrivial, cycles, bl, routed, usage
10, 20, 225, 7, 13, 0.290000
17, 13, 168, 5, 8, 0.280000
14, 16, 186, 5, 11, 0.310000
15, 15, 27, 0, 3, 0.190000
15, 15, 178, 5, 10, 0.270000
17, 13, 172, 5, 8, 0.270000
17, 13, 212, 4, 9, 0.340000
15, 15, 178, 5, 10, 0.270000
15, 15, 171, 5, 10, 0.270000
12, 18, 197, 8, 10, 0.250000
17, 13, 114, 3, 6, 0.260000
15, 15, 195, 7, 8, 0.260000
17, 13, 27, 0, 3, 0.210000
13, 17, 224, 6, 11, 0.300000
19, 11, 148, 5, 6, 0.250000
16, 14, 190, 4, 10, 0.330000
13, 17, 224, 6, 11, 0.300000
14, 16, 209, 6, 10, 0.260000
15, 15, 208, 4, 11, 0.360000
15, 15, 192, 5, 10, 0.300000
16, 14, 158, 3, 11, 0.320000
13, 17, 221, 5, 12, 0.340000
18, 12, 149, 4, 8, 0.290000
15, 15, 185, 5, 10, 0.310000
15, 15, 191, 3, 12, 0.330000
15, 15, 166, 5, 10, 0.280000
15, 15, 185, 5, 10, 0.310000
16, 14, 159, 7, 7, 0.220000
17, 13, 156, 5, 8, 0.290000
12, 18, 234, 5, 13, 0.330000
15, 15, 172, 7, 8, 0.260000
14, 16, 206, 5, 11, 0.340000
17, 13, 152, 3, 10, 0.320000
16, 14, 171, 5, 9, 0.270000
17, 13, 166, 3, 10, 0.350000
17, 13, 152, 3, 10, 0.320000
16, 14, 174, 6, 8, 0.250000
16, 14, 169, 5, 9, 0.260000
17, 13, 180, 2, 11, 0.420000
19, 11, 153, 4, 7, 0.300000
15, 15, 217, 5, 10, 0.310000
16, 14, 162, 3, 11, 0.320000
17, 13, 166, 4, 9, 0.300000
15, 15, 198, 4, 11, 0.320000
16, 14, 162, 3, 11, 0.320000
15, 15, 182, 6, 9, 0.260000
13, 17, 257, 6, 11, 0.340000
14, 16, 218, 4, 12, 0.320000
14, 16, 208, 4, 12, 0.370000
16, 14, 201, 6, 8, 0.280000
21, 9, 140, 5, 4, 0.230000
13, 17, 198, 3, 14, 0.390000
14, 16, 163, 4, 8, 0.250000
18, 12, 121, 3, 9, 0.300000
13, 17, 198, 3, 14, 0.390000
12, 18, 236, 6, 12, 0.340000
15, 15, 168, 5, 10, 0.320000
17, 13, 165, 4, 9, 0.300000
17, 13, 165, 5, 8, 0.280000
15, 15, 185, 5, 10, 0.300000
16, 14, 165, 4, 10, 0.310000
16, 14, 154, 2, 12, 0.350000
16, 14, 173, 3, 11, 0.330000
16, 14, 178, 4, 10, 0.290000
16, 14, 154, 2, 12, 0.350000
13, 17, 216, 7, 10, 0.270000
15, 15, 243, 7, 8, 0.250000
13, 17, 175, 6, 11, 0.310000
18, 12, 147, 4, 8, 0.280000
16, 14, 173, 5, 9, 0.290000
17, 13, 27, 0, 3, 0.210000
13, 17, 216, 5, 12, 0.310000
19, 11, 119, 4, 4, 0.230000
13, 17, 220, 5, 12, 0.310000
13, 17, 216, 5, 12, 0.310000
14, 16, 187, 6, 10, 0.250000
17, 13, 193, 6, 7, 0.230000
12, 18, 247, 6, 12, 0.300000
14, 16, 197, 7, 9, 0.280000
15, 15, 168, 7, 4, 0.190000
15, 15, 192, 6, 9, 0.300000
16, 14, 129, 2, 8, 0.300000
16, 14, 220, 5, 9, 0.310000
15, 15, 192, 6, 9, 0.300000
15, 15, 179, 7, 8, 0.290000
15, 15, 198, 8, 7, 0.230000
13, 17, 218, 4, 13, 0.320000
16, 14, 180, 5, 9, 0.290000
15, 15, 210, 8, 7, 0.250000
19, 11, 168, 5, 6, 0.280000
13, 17, 201, 5, 12, 0.340000
14, 16, 162, 3, 13, 0.350000
17, 13, 131, 3, 10, 0.310000
13, 17, 201, 5, 12, 0.340000
15, 15, 195, 4, 11, 0.330000
15, 15, 192, 5, 10, 0.360000
15, 15, 184, 4, 11, 0.300000
17, 13, 177, 6, 7, 0.250000
15, 15, 196, 5, 10, 0.320000
19, 11, 167, 5, 6, 0.260000
15, 15, 241, 8, 7, 0.250000
16, 14, 207, 6, 8, 0.290000
17, 13, 189, 4, 9, 0.310000
15, 15, 241, 8, 7, 0.250000
16, 14, 166, 6, 8, 0.320000
16, 14, 193, 6, 8, 0.280000
