trivial, nontrivial, cycles, bl, routed, usage
10, 20, 228, 7, 13, 0.300000
17, 13, 157, 5, 8, 0.270000
14, 16, 201, 4, 12, 0.370000
15, 15, 126, 2, 5, 0.290000
15, 15, 180, 4, 11, 0.310000
17, 13, 169, 5, 8, 0.280000
17, 13, 188, 4, 9, 0.360000
15, 15, 180, 4, 11, 0.310000
15, 15, 188, 5, 10, 0.270000
12, 18, 211, 7, 11, 0.310000
17, 13, 18, 1, 0, 0.170000
15, 15, 194, 7, 8, 0.250000
17, 13, 83, 1, 5, 0.310000
13, 17, 216, 5, 12, 0.330000
19, 11, 167, 5, 6, 0.270000
16, 14, 181, 4, 10, 0.340000
13, 17, 216, 5, 12, 0.330000
14, 16, 208, 6, 10, 0.260000
15, 15, 194, 6, 9, 0.350000
15, 15, 191, 5, 10, 0.300000
16, 14, 157, 3, 11, 0.310000
13, 17, 246, 5, 12, 0.350000
18, 12, 145, 4, 8, 0.280000
15, 15, 203, 5, 10, 0.310000
15, 15, 190, 3, 12, 0.330000
15, 15, 148, 5, 10, 0.270000
15, 15, 203, 5, 10, 0.310000
16, 14, 150, 5, 9, 0.260000
17, 13, 148, 5, 8, 0.260000
12, 18, 229, 5, 13, 0.360000
15, 15, 197, 7, 8, 0.260000
14, 16, 181, 6, 10, 0.310000
17, 13, 151, 3, 10, 0.320000
16, 14, 170, 5, 9, 0.270000
17, 13, 165, 3, 10, 0.360000
17, 13, 151, 3, 10, 0.320000
16, 14, 173, 6, 8, 0.250000
16, 14, 168, 5, 9, 0.260000
17, 13, 185, 5, 8, 0.300000
19, 11, 167, 4, 7, 0.350000
15, 15, 206, 4, 11, 0.340000
16, 14, 166, 3, 11, 0.340000
17, 13, 147, 3, 10, 0.320000
15, 15, 210, 4, 11, 0.330000
16, 14, 166, 3, 11, 0.340000
15, 15, 198, 6, 9, 0.280000
13, 17, 237, 6, 11, 0.350000
14, 16, 201, 4, 12, 0.310000
14, 16, 209, 5, 11, 0.330000
16, 14, 202, 6, 8, 0.290000
21, 9, 141, 5, 4, 0.230000
13, 17, 195, 4, 13, 0.320000
14, 16, 194, 5, 10, 0.250000
18, 12, 122, 3, 9, 0.300000
13, 17, 195, 4, 13, 0.320000
12, 18, 199, 5, 13, 0.310000
15, 15, 158, 5, 10, 0.310000
17, 13, 174, 5, 8, 0.310000
17, 13, 164, 3, 10, 0.340000
15, 15, 200, 7, 8, 0.270000
16, 14, 184, 4, 10, 0.330000
16, 14, 151, 3, 11, 0.330000
16, 14, 171, 3, 11, 0.350000
16, 14, 168, 5, 9, 0.270000
16, 14, 151, 3, 11, 0.330000
13, 17, 215, 7, 10, 0.260000
15, 15, 234, 7, 8, 0.280000
13, 17, 168, 5, 12, 0.340000
18, 12, 137, 4, 8, 0.270000
16, 14, 165, 4, 10, 0.320000
17, 13, 116, 2, 4, 0.290000
13, 17, 231, 6, 11, 0.290000
19, 11, 2, 0, 0, 0.190000
13, 17, 213, 7, 10, 0.310000
13, 17, 231, 6, 11, 0.290000
14, 16, 191, 5, 11, 0.330000
17, 13, 188, 6, 7, 0.250000
12, 18, 246, 6, 12, 0.300000
14, 16, 212, 7, 9, 0.300000
15, 15, 209, 8, 6, 0.210000
15, 15, 209, 5, 10, 0.340000
16, 14, 165, 3, 10, 0.310000
16, 14, 215, 5, 9, 0.290000
15, 15, 209, 5, 10, 0.340000
15, 15, 195, 6, 9, 0.260000
15, 15, 197, 8, 7, 0.220000
13, 17, 207, 4, 13, 0.320000
16, 14, 179, 5, 9, 0.290000
15, 15, 211, 8, 7, 0.260000
19, 11, 159, 6, 5, 0.230000
13, 17, 200, 4, 13, 0.340000
14, 16, 183, 4, 12, 0.310000
17, 13, 132, 3, 10, 0.310000
13, 17, 200, 4, 13, 0.340000
15, 15, 169, 3, 12, 0.350000
15, 15, 177, 6, 9, 0.310000
15, 15, 199, 4, 11, 0.300000
17, 13, 165, 7, 6, 0.220000
15, 15, 201, 5, 10, 0.310000
19, 11, 161, 5, 6, 0.260000
15, 15, 216, 7, 8, 0.250000
16, 14, 204, 6, 8, 0.290000
17, 13, 193, 5, 8, 0.280000
15, 15, 216, 7, 8, 0.250000
16, 14, 173, 6, 8, 0.240000
16, 14, 192, 6, 8, 0.280000
16, 14, 203, 4, 10, 0.300000
16, 14, 192, 5, 9, 0.300000
14, 16, 215, 7, 8, 0.240000
21, 9, 140, 5, 4, 0.240000
16, 14, 179, 5, 9, 0.280000
15, 15, 215, 6, 9, 0.310000
18, 12, 183, 5, 7, 0.270000
16, 14, 179, 5, 9, 0.280000
14, 16, 192, 6, 10, 0.250000
15, 15, 224, 6, 9, 0.310000
14, 16, 172, 5, 11, 0.280000
14, 16, 204, 6, 10, 0.290000
15, 15, 163, 6, 9, 0.290000
14, 16, 16, 0, 2, 0.160000
16, 14, 202, 4, 10, 0.370000
16, 14, 186, 2, 12, 0.430000
17, 13, 53, 2, 4, 0.200000
16, 14, 165, 5, 9, 0.270000
15, 15, 177, 3, 12, 0.320000
13, 17, 228, 5, 12, 0.340000
14, 16, 166, 6, 10, 0.270000
15, 15, 168, 4, 11, 0.300000
18, 12, 137, 3, 9, 0.300000
16, 14, 168, 4, 10, 0.310000
15, 15, 168, 4, 11, 0.300000
14, 16, 181, 4, 12, 0.330000
14, 16, 195, 6, 10, 0.310000
14, 16, 194, 5, 11, 0.300000
13, 17, 199, 7, 10, 0.260000
19, 11, 155, 3, 8, 0.350000
13, 17, 194, 4, 13, 0.330000
15, 15, 175, 4, 11, 0.300000
15, 15, 221, 5, 10, 0.380000
13, 17, 194, 4, 13, 0.330000
16, 14, 194, 5, 9, 0.310000
