trivial, nontrivial, cycles, bl, routed, usage
10, 20, 224, 7, 13, 0.300000
17, 13, 167, 5, 8, 0.280000
14, 16, 185, 5, 11, 0.320000
15, 15, 26, 0, 3, 0.190000
15, 15, 177, 5, 10, 0.280000
17, 13, 180, 5, 8, 0.280000
17, 13, 211, 4, 9, 0.340000
15, 15, 177, 5, 10, 0.280000
15, 15, 170, 5, 10, 0.270000
12, 18, 196, 8, 10, 0.240000
17, 13, 131, 4, 6, 0.260000
15, 15, 194, 7, 8, 0.250000
17, 13, 26, 0, 3, 0.210000
13, 17, 223, 6, 11, 0.290000
19, 11, 156, 5, 6, 0.260000
16, 14, 189, 4, 10, 0.330000
13, 17, 223, 6, 11, 0.290000
14, 16, 208, 6, 10, 0.260000
15, 15, 207, 4, 11, 0.360000
15, 15, 191, 5, 10, 0.290000
16, 14, 157, 3, 11, 0.320000
13, 17, 222, 7, 10, 0.260000
18, 12, 140, 4, 8, 0.280000
15, 15, 201, 4, 11, 0.340000
15, 15, 181, 3, 12, 0.330000
15, 15, 148, 5, 10, 0.280000
15, 15, 201, 4, 11, 0.340000
16, 14, 151, 6, 8, 0.250000
17, 13, 134, 5, 8, 0.280000
12, 18, 230, 4, 14, 0.340000
15, 15, 171, 7, 8, 0.250000
14, 16, 196, 4, 12, 0.390000
17, 13, 151, 3, 10, 0.330000
16, 14, 170, 5, 9, 0.260000
17, 13, 165, 3, 10, 0.360000
17, 13, 151, 3, 10, 0.330000
16, 14, 188, 5, 9, 0.290000
16, 14, 168, 5, 9, 0.260000
17, 13, 172, 4, 9, 0.330000
19, 11, 152, 4, 7, 0.300000
15, 15, 213, 4, 11, 0.330000
16, 14, 161, 3, 11, 0.320000
17, 13, 165, 4, 9, 0.300000
15, 15, 203, 5, 10, 0.280000
16, 14, 161, 3, 11, 0.320000
15, 15, 181, 6, 9, 0.260000
13, 17, 256, 6, 11, 0.340000
14, 16, 189, 5, 11, 0.280000
14, 16, 212, 5, 11, 0.340000
16, 14, 203, 6, 8, 0.300000
21, 9, 141, 5, 4, 0.220000
13, 17, 197, 3, 14, 0.390000
14, 16, 119, 2, 9, 0.270000
18, 12, 120, 3, 9, 0.300000
13, 17, 197, 3, 14, 0.390000
12, 18, 232, 6, 12, 0.340000
15, 15, 167, 5, 10, 0.320000
17, 13, 164, 4, 9, 0.300000
17, 13, 168, 5, 8, 0.270000
15, 15, 184, 5, 10, 0.300000
16, 14, 172, 3, 11, 0.340000
16, 14, 153, 2, 12, 0.350000
16, 14, 172, 3, 11, 0.330000
16, 14, 173, 4, 10, 0.300000
16, 14, 153, 2, 12, 0.350000
13, 17, 215, 7, 10, 0.270000
15, 15, 242, 7, 8, 0.250000
13, 17, 174, 6, 11, 0.310000
18, 12, 146, 4, 8, 0.280000
16, 14, 172, 5, 9, 0.290000
17, 13, 26, 0, 3, 0.210000
13, 17, 211, 4, 13, 0.340000
19, 11, 109, 4, 4, 0.220000
13, 17, 216, 5, 12, 0.300000
13, 17, 211, 4, 13, 0.340000
14, 16, 192, 6, 10, 0.250000
17, 13, 192, 6, 7, 0.230000
12, 18, 241, 6, 12, 0.300000
14, 16, 212, 7, 9, 0.290000
15, 15, 135, 6, 4, 0.190000
15, 15, 190, 5, 10, 0.340000
16, 14, 100, 1, 8, 0.310000
16, 14, 209, 5, 9, 0.320000
15, 15, 190, 5, 10, 0.340000
15, 15, 187, 6, 9, 0.290000
15, 15, 211, 7, 8, 0.280000
13, 17, 219, 3, 14, 0.360000
16, 14, 179, 5, 9, 0.290000
15, 15, 201, 7, 8, 0.250000
19, 11, 159, 6, 5, 0.220000
13, 17, 200, 5, 12, 0.340000
14, 16, 177, 4, 12, 0.310000
17, 13, 130, 3, 10, 0.310000
13, 17, 200, 5, 12, 0.340000
15, 15, 190, 4, 11, 0.330000
15, 15, 186, 6, 9, 0.310000
15, 15, 199, 4, 11, 0.300000
17, 13, 165, 7, 6, 0.220000
15, 15, 201, 5, 10, 0.320000
19, 11, 161, 5, 6, 0.250000
15, 15, 248, 8, 7, 0.230000
16, 14, 209, 5, 9, 0.310000
17, 13, 188, 4, 9, 0.310000
15, 15, 248, 8, 7, 0.230000
16, 14, 165, 6, 8, 0.320000
16, 14, 212, 5, 9, 0.370000
16, 14, 203, 4, 10, 0.300000
16, 14, 179, 4, 10, 0.370000
14, 16, 139, 5, 6, 0.230000
21, 9, 136, 5, 4, 0.240000
16, 14, 195, 5, 9, 0.280000
15, 15, 204, 4, 11, 0.360000
18, 12, 178, 4, 8, 0.300000
16, 14, 195, 5, 9, 0.280000
14, 16, 180, 6, 10, 0.280000
15, 15, 210, 7, 8, 0.270000
14, 16, 172, 5, 11, 0.280000
14, 16, 184, 5, 11, 0.330000
15, 15, 164, 6, 9, 0.290000
14, 16, 67, 1, 4, 0.220000
16, 14, 194, 3, 11, 0.390000
16, 14, 174, 2, 12, 0.420000
17, 13, 2, 0, 0, 0.170000
16, 14, 172, 4, 10, 0.340000
15, 15, 169, 4, 11, 0.290000
13, 17, 245, 5, 12, 0.340000
14, 16, 168, 6, 10, 0.250000
15, 15, 168, 5, 10, 0.300000
18, 12, 128, 3, 9, 0.320000
16, 14, 175, 5, 9, 0.280000
15, 15, 168, 5, 10, 0.300000
14, 16, 178, 4, 12, 0.350000
14, 16, 204, 6, 10, 0.320000
14, 16, 184, 5, 11, 0.310000
13, 17, 183, 7, 10, 0.240000
19, 11, 159, 3, 8, 0.350000
13, 17, 201, 4, 13, 0.320000
15, 15, 178, 4, 11, 0.310000
15, 15, 239, 6, 9, 0.280000
13, 17, 201, 4, 13, 0.320000
16, 14, 200, 5, 9, 0.300000
15, 15, 216, 6, 9, 0.280000
15, 15, 181, 3, 12, 0.360000
13, 17, 188, 5, 8, 0.280000
16, 14, 182, 5, 9, 0.290000
15, 15, 188, 5, 10, 0.300000
15, 15, 207, 4, 11, 0.320000
12, 18, 203, 6, 12, 0.290000
15, 15, 188, 5, 10, 0.300000
13, 17, 181, 6, 11, 0.280000
16, 14, 179, 7, 7, 0.260000
10, 20, 234, 6, 14, 0.340000
11, 19, 197, 8, 11, 0.250000
13, 17, 235, 6, 11, 0.320000
18, 12, 174, 3, 9, 0.360000
15, 15, 180, 4, 11, 0.300000
16, 14, 204, 7, 7, 0.240000
16, 14, 199, 6, 8, 0.260000
15, 15, 180, 4, 11, 0.300000
11, 19, 221, 6, 13, 0.300000
15, 15, 190, 6, 9, 0.260000
13, 17, 206, 4, 13, 0.380000
14, 16, 177, 4, 12, 0.320000
16, 14, 104, 5, 6, 0.230000
18, 12, 167, 5, 7, 0.290000
15, 15, 153, 4, 8, 0.280000
15, 15, 201, 4, 11, 0.300000
15, 15, 225, 6, 9, 0.300000
15, 15, 153, 4, 8, 0.280000
14, 16, 199, 5, 11, 0.330000
15, 15, 204, 6, 9, 0.300000
15, 15, 205, 5, 10, 0.320000
15, 15, 193, 6, 9, 0.260000
14, 16, 258, 5, 11, 0.340000
16, 14, 174, 4, 10, 0.340000
13, 17, 209, 6, 11, 0.300000
13, 17, 221, 5, 12, 0.310000
16, 14, 193, 5, 9, 0.270000
13, 17, 209, 6, 11, 0.300000
13, 17, 188, 4, 13, 0.350000
15, 15, 195, 6, 9, 0.320000
15, 15, 207, 5, 10, 0.290000
14, 16, 178, 5, 11, 0.300000
