trivial, nontrivial, cycles, bl, routed, usage
46, 39, 712, 22, 17, 0.253086
51, 34, 682, 20, 14, 0.271605
53, 32, 770, 18, 14, 0.262346
43, 42, 692, 20, 22, 0.268519
38, 47, 715, 23, 24, 0.259259
49, 36, 635, 21, 15, 0.271605
42, 43, 763, 21, 22, 0.277778
49, 36, 603, 23, 13, 0.250000
42, 43, 691, 24, 19, 0.240741
51, 34, 531, 15, 19, 0.271605
47, 38, 710, 22, 16, 0.246914
40, 45, 745, 22, 23, 0.271605
40, 45, 814, 23, 22, 0.265432
41, 44, 762, 22, 22, 0.280864
40, 45, 814, 23, 22, 0.265432
45, 40, 620, 20, 20, 0.302469
45, 40, 667, 21, 19, 0.250000
40, 45, 814, 23, 22, 0.265432
47, 38, 587, 19, 19, 0.262346
49, 36, 645, 18, 18, 0.277778
44, 41, 761, 23, 18, 0.265432
49, 36, 645, 18, 18, 0.277778
45, 40, 731, 19, 21, 0.274691
49, 36, 645, 18, 18, 0.277778
51, 34, 573, 20, 14, 0.237654
44, 41, 671, 18, 23, 0.283951
44, 41, 661, 22, 19, 0.265432
41, 44, 743, 22, 22, 0.268519
35, 50, 834, 24, 26, 0.283951
39, 46, 767, 27, 19, 0.250000
48, 37, 616, 17, 20, 0.271605
49, 36, 699, 20, 16, 0.250000
48, 37, 604, 18, 19, 0.274691
37, 48, 767, 28, 20, 0.231481
51, 34, 617, 19, 15, 0.283951
49, 36, 651, 20, 16, 0.262346
46, 39, 689, 21, 18, 0.250000
43, 42, 700, 24, 18, 0.243827
44, 41, 761, 23, 18, 0.253086
43, 42, 670, 24, 18, 0.268519
42, 43, 741, 21, 22, 0.277778
38, 47, 761, 25, 22, 0.253086
43, 42, 699, 21, 21, 0.296296
44, 41, 839, 24, 17, 0.234568
48, 37, 647, 19, 18, 0.262346
40, 45, 785, 20, 25, 0.293210
36, 49, 755, 21, 28, 0.265432
45, 40, 681, 24, 16, 0.234568
44, 41, 646, 20, 21, 0.268519
42, 43, 657, 22, 21, 0.253086
46, 39, 711, 20, 19, 0.271605
41, 44, 625, 23, 21, 0.250000
44, 41, 668, 17, 24, 0.299383
44, 41, 628, 18, 23, 0.299383
46, 39, 660, 19, 20, 0.265432
46, 39, 793, 22, 17, 0.253086
56, 29, 617, 18, 11, 0.265432
50, 35, 618, 19, 16, 0.265432
45, 40, 666, 22, 18, 0.250000
49, 36, 642, 17, 19, 0.274691
44, 41, 652, 21, 20, 0.250000
42, 43, 712, 22, 21, 0.268519
45, 40, 673, 23, 17, 0.259259
45, 40, 732, 17, 23, 0.299383
43, 42, 621, 17, 25, 0.302469
51, 34, 644, 19, 15, 0.259259
48, 37, 802, 22, 15, 0.253086
37, 48, 796, 21, 27, 0.283951
43, 42, 679, 21, 21, 0.290123
44, 41, 579, 18, 23, 0.271605
42, 43, 743, 24, 19, 0.240741
43, 42, 794, 22, 20, 0.271605
51, 34, 594, 19, 15, 0.250000
42, 43, 854, 21, 22, 0.274691
42, 43, 626, 21, 22, 0.262346
50, 35, 779, 25, 10, 0.228395
42, 43, 721, 22, 21, 0.290123
44, 41, 643, 19, 22, 0.271605
42, 43, 746, 24, 19, 0.243827
41, 44, 738, 22, 22, 0.253086
42, 43, 746, 24, 19, 0.243827
49, 36, 701, 24, 12, 0.231481
42, 43, 746, 24, 19, 0.243827
44, 41, 729, 21, 20, 0.259259
46, 39, 791, 22, 17, 0.256173
53, 32, 623, 21, 11, 0.237654
41, 44, 732, 24, 20, 0.240741
50, 35, 691, 18, 17, 0.271605
50, 35, 564, 21, 14, 0.231481
42, 43, 714, 22, 21, 0.259259
50, 35, 564, 21, 14, 0.231481
50, 35, 564, 21, 14, 0.231481
38, 47, 860, 26, 21, 0.243827
42, 43, 679, 19, 24, 0.287037
45, 40, 599, 22, 18, 0.262346
47, 38, 592, 21, 17, 0.253086
45, 40, 707, 24, 16, 0.237654
46, 39, 636, 16, 23, 0.314815
42, 43, 645, 22, 21, 0.265432
44, 41, 761, 26, 15, 0.219136
42, 43, 783, 25, 18, 0.246914
44, 41, 691, 19, 22, 0.293210
41, 44, 733, 21, 23, 0.265432
50, 35, 674, 18, 17, 0.265432
42, 43, 846, 23, 20, 0.262346
47, 38, 594, 20, 18, 0.246914
49, 36, 731, 21, 15, 0.246914
43, 42, 668, 19, 23, 0.265432
47, 38, 594, 20, 18, 0.246914
47, 38, 591, 17, 21, 0.274691
47, 38, 594, 20, 18, 0.246914
43, 42, 698, 20, 22, 0.280864
43, 42, 733, 21, 21, 0.274691
47, 38, 652, 19, 19, 0.268519
47, 38, 621, 21, 17, 0.250000
44, 41, 657, 21, 20, 0.262346
41, 44, 716, 22, 22, 0.277778
43, 42, 761, 17, 25, 0.302469
45, 40, 806, 20, 20, 0.299383
53, 32, 667, 16, 16, 0.283951
42, 43, 713, 19, 24, 0.290123
36, 49, 750, 26, 23, 0.246914
39, 46, 723, 24, 22, 0.246914
42, 43, 703, 20, 23, 0.308642
42, 43, 708, 19, 24, 0.287037
53, 32, 696, 19, 13, 0.250000
41, 44, 802, 20, 24, 0.283951
44, 41, 648, 20, 21, 0.274691
48, 37, 617, 21, 16, 0.259259
42, 43, 733, 26, 17, 0.234568
48, 37, 617, 21, 16, 0.259259
48, 37, 664, 19, 18, 0.259259
46, 39, 682, 21, 18, 0.259259
45, 40, 603, 18, 22, 0.293210
48, 37, 617, 21, 16, 0.259259
46, 39, 675, 19, 20, 0.277778
47, 38, 671, 22, 16, 0.253086
46, 39, 720, 25, 14, 0.231481
46, 39, 678, 22, 17, 0.262346
50, 35, 703, 22, 13, 0.250000
42, 43, 659, 22, 21, 0.259259
37, 48, 787, 21, 27, 0.290123
45, 40, 628, 17, 23, 0.277778
52, 33, 618, 20, 13, 0.250000
47, 38, 647, 22, 16, 0.246914
44, 41, 660, 19, 22, 0.274691
46, 39, 645, 20, 19, 0.280864
46, 39, 625, 24, 15, 0.250000
44, 41, 903, 25, 16, 0.240741
47, 38, 766, 25, 13, 0.231481
52, 33, 604, 16, 17, 0.293210
52, 33, 621, 19, 14, 0.262346
50, 35, 569, 20, 15, 0.259259
39, 46, 877, 24, 22, 0.246914
50, 35, 569, 20, 15, 0.259259
45, 40, 788, 23, 17, 0.246914
50, 35, 569, 20, 15, 0.259259
44, 41, 774, 23, 18, 0.268519
46, 39, 643, 18, 21, 0.271605
41, 44, 678, 23, 21, 0.246914
41, 44, 678, 23, 21, 0.246914
43, 42, 768, 20, 22, 0.271605
41, 44, 678, 23, 21, 0.246914
46, 39, 617, 18, 21, 0.271605
45, 40, 642, 19, 21, 0.277778
36, 49, 733, 26, 23, 0.250000
45, 40, 642, 19, 21, 0.277778
49, 36, 691, 19, 17, 0.280864
45, 40, 642, 19, 21, 0.277778
50, 35, 643, 18, 17, 0.314815
45, 40, 659, 21, 19, 0.265432
40, 45, 777, 23, 22, 0.262346
43, 42, 645, 20, 22, 0.262346
45, 40, 659, 21, 19, 0.265432
46, 39, 688, 23, 16, 0.262346
50, 35, 612, 18, 17, 0.265432
45, 40, 659, 21, 19, 0.265432
46, 39, 628, 19, 20, 0.274691
47, 38, 712, 20, 18, 0.268519
42, 43, 701, 21, 22, 0.262346
42, 43, 798, 26, 17, 0.231481
39, 46, 714, 19, 27, 0.296296
40, 45, 725, 23, 22, 0.259259
50, 35, 720, 19, 16, 0.250000
45, 40, 625, 20, 20, 0.265432
48, 37, 674, 21, 16, 0.271605
44, 41, 702, 23, 18, 0.256173
44, 41, 665, 20, 21, 0.268519
51, 34, 548, 20, 14, 0.231481
43, 42, 694, 21, 21, 0.302469
39, 46, 796, 22, 24, 0.280864
45, 40, 749, 22, 18, 0.256173
43, 42, 694, 21, 21, 0.302469
39, 46, 695, 17, 29, 0.305556
43, 42, 694, 21, 21, 0.302469
43, 42, 696, 24, 18, 0.234568
51, 34, 588, 18, 16, 0.293210
49, 36, 645, 18, 18, 0.283951
43, 42, 676, 24, 18, 0.237654
39, 46, 792, 23, 23, 0.265432
49, 36, 598, 20, 16, 0.277778
45, 40, 691, 18, 22, 0.274691
41, 44, 794, 20, 24, 0.287037
48, 37, 595, 20, 17, 0.259259
47, 38, 621, 20, 18, 0.253086
47, 38, 695, 23, 15, 0.240741
48, 37, 710, 23, 14, 0.274691
43, 42, 640, 23, 19, 0.240741
41, 44, 729, 17, 27, 0.308642
45, 40, 721, 24, 16, 0.231481
40, 45, 701, 21, 24, 0.274691
39, 46, 781, 25, 21, 0.262346
41, 44, 723, 21, 23, 0.283951
50, 35, 668, 22, 13, 0.253086
47, 38, 638, 19, 19, 0.271605
45, 40, 682, 22, 18, 0.250000
45, 40, 782, 26, 14, 0.219136
40, 45, 725, 24, 21, 0.274691
39, 46, 814, 25, 21, 0.262346
41, 44, 768, 23, 21, 0.256173
39, 46, 803, 24, 22, 0.271605
39, 46, 681, 22, 24, 0.262346
54, 31, 674, 20, 11, 0.237654
46, 39, 675, 20, 19, 0.259259
50, 35, 651, 19, 16, 0.274691
39, 46, 696, 21, 25, 0.280864
50, 35, 651, 19, 16, 0.274691
50, 35, 651, 19, 16, 0.274691
37, 48, 754, 23, 25, 0.271605
44, 41, 651, 20, 21, 0.262346
43, 42, 801, 21, 21, 0.280864
45, 40, 676, 28, 12, 0.200617
45, 40, 676, 28, 12, 0.200617
46, 39, 657, 19, 20, 0.308642
45, 40, 676, 28, 12, 0.200617
39, 46, 753, 19, 27, 0.302469
53, 32, 634, 19, 13, 0.271605
37, 48, 780, 22, 26, 0.277778
44, 41, 705, 23, 18, 0.250000
43, 42, 728, 23, 19, 0.259259
39, 46, 754, 23, 23, 0.268519
45, 40, 689, 22, 18, 0.243827
43, 42, 664, 21, 21, 0.271605
39, 46, 697, 23, 23, 0.250000
52, 33, 631, 22, 11, 0.237654
49, 36, 708, 20, 16, 0.259259
43, 42, 767, 20, 22, 0.277778
42, 43, 630, 20, 23, 0.271605
44, 41, 720, 24, 17, 0.234568
44, 41, 749, 21, 20, 0.259259
47, 38, 706, 20, 18, 0.262346
45, 40, 665, 19, 21, 0.274691
47, 38, 683, 19, 19, 0.268519
45, 40, 676, 24, 16, 0.234568
44, 41, 647, 17, 24, 0.271605
54, 31, 721, 21, 10, 0.228395
45, 40, 655, 19, 21, 0.277778
48, 37, 633, 22, 15, 0.256173
42, 43, 706, 23, 20, 0.274691
48, 37, 729, 21, 16, 0.259259
44, 41, 795, 25, 16, 0.231481
40, 45, 703, 22, 23, 0.259259
45, 40, 719, 22, 18, 0.256173
46, 39, 627, 23, 16, 0.234568
42, 43, 692, 22, 21, 0.265432
49, 36, 652, 21, 15, 0.243827
46, 39, 694, 21, 18, 0.268519
36, 49, 787, 24, 25, 0.253086
42, 43, 654, 19, 24, 0.283951
43, 42, 836, 23, 19, 0.259259
45, 40, 726, 23, 17, 0.268519
47, 38, 716, 23, 15, 0.256173
45, 40, 695, 24, 16, 0.246914
44, 41, 648, 18, 23, 0.277778
43, 42, 671, 18, 24, 0.290123
44, 41, 658, 19, 22, 0.283951
39, 46, 761, 22, 24, 0.302469
42, 43, 709, 25, 18, 0.234568
49, 36, 612, 21, 15, 0.259259
51, 34, 641, 22, 12, 0.256173
44, 41, 739, 24, 17, 0.246914
38, 47, 876, 21, 26, 0.308642
43, 42, 711, 24, 18, 0.231481
45, 40, 628, 16, 24, 0.296296
41, 44, 764, 22, 22, 0.262346
47, 38, 658, 21, 17, 0.271605
46, 39, 703, 21, 18, 0.253086
42, 43, 770, 22, 21, 0.262346
51, 34, 623, 19, 15, 0.259259
40, 45, 801, 19, 26, 0.320988
43, 42, 747, 22, 20, 0.265432
45, 40, 735, 21, 19, 0.280864
47, 38, 704, 19, 19, 0.283951
55, 30, 529, 18, 12, 0.256173
42, 43, 715, 22, 21, 0.265432
44, 41, 715, 21, 20, 0.265432
42, 43, 838, 21, 22, 0.268519
51, 34, 590, 18, 16, 0.268519
45, 40, 706, 20, 20, 0.271605
47, 38, 611, 21, 17, 0.250000
40, 45, 792, 25, 20, 0.240741
46, 39, 693, 21, 18, 0.259259
48, 37, 645, 21, 16, 0.243827
38, 47, 752, 24, 23, 0.262346
48, 37, 645, 21, 16, 0.243827
44, 41, 695, 20, 21, 0.296296
46, 39, 580, 19, 20, 0.268519
48, 37, 645, 21, 16, 0.243827
48, 37, 631, 20, 17, 0.283951
48, 37, 774, 23, 14, 0.246914
38, 47, 846, 28, 19, 0.250000
43, 42, 790, 22, 20, 0.277778
50, 35, 655, 19, 16, 0.262346
49, 36, 678, 22, 14, 0.253086
37, 48, 889, 24, 24, 0.293210
45, 40, 615, 24, 16, 0.246914
48, 37, 681, 21, 16, 0.274691
48, 37, 836, 19, 18, 0.308642
48, 37, 681, 21, 16, 0.274691
52, 33, 690, 21, 12, 0.256173
45, 40, 757, 19, 21, 0.280864
48, 37, 681, 21, 16, 0.274691
44, 41, 719, 20, 21, 0.290123
45, 40, 746, 23, 17, 0.256173
41, 44, 692, 24, 20, 0.253086
46, 39, 673, 20, 19, 0.268519
49, 36, 664, 23, 13, 0.231481
44, 41, 781, 24, 17, 0.234568
50, 35, 596, 20, 15, 0.253086
39, 46, 723, 20, 26, 0.274691
44, 41, 807, 24, 17, 0.256173
45, 40, 721, 17, 23, 0.293210
41, 44, 713, 20, 24, 0.293210
43, 42, 691, 24, 18, 0.237654
49, 36, 653, 20, 16, 0.262346
46, 39, 597, 22, 17, 0.246914
47, 38, 605, 24, 14, 0.250000
47, 38, 605, 24, 14, 0.250000
47, 38, 799, 20, 18, 0.283951
47, 38, 676, 20, 18, 0.265432
47, 38, 605, 24, 14, 0.250000
40, 45, 648, 24, 21, 0.246914
43, 42, 727, 18, 24, 0.293210
42, 43, 653, 15, 28, 0.305556
43, 42, 917, 24, 18, 0.268519
37, 48, 764, 21, 27, 0.274691
39, 46, 744, 23, 23, 0.259259
46, 39, 633, 22, 17, 0.253086
51, 34, 561, 14, 20, 0.299383
54, 31, 585, 22, 9, 0.237654
54, 31, 585, 22, 9, 0.237654
46, 39, 710, 23, 16, 0.246914
53, 32, 572, 16, 16, 0.287037
54, 31, 585, 22, 9, 0.237654
42, 43, 805, 23, 20, 0.256173
45, 40, 696, 22, 18, 0.262346
40, 45, 711, 19, 26, 0.283951
46, 39, 722, 22, 17, 0.243827
48, 37, 725, 19, 18, 0.271605
47, 38, 658, 21, 17, 0.246914
42, 43, 679, 22, 21, 0.250000
47, 38, 658, 21, 17, 0.246914
48, 37, 681, 20, 17, 0.250000
46, 39, 633, 22, 17, 0.243827
47, 38, 658, 21, 17, 0.246914
47, 38, 619, 24, 14, 0.231481
47, 38, 709, 19, 19, 0.283951
49, 36, 621, 20, 16, 0.262346
