trivial, nontrivial, cycles, bl, routed, usage
8, 5, 58, 1, 4, 0.187500
8, 5, 58, 1, 4, 0.187500
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
8, 5, 54, 1, 4, 0.187500
5, 8, 80, 1, 7, 0.234375
6, 7, 62, 2, 5, 0.171875
6, 7, 62, 2, 5, 0.171875
7, 6, 71, 1, 5, 0.218750
7, 6, 71, 1, 5, 0.218750
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
9, 4, 44, 1, 3, 0.171875
5, 8, 80, 1, 7, 0.234375
6, 7, 69, 3, 4, 0.125000
6, 7, 69, 3, 4, 0.125000
6, 7, 71, 1, 6, 0.203125
6, 7, 71, 1, 6, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
9, 4, 27, 1, 3, 0.156250
5, 8, 51, 0, 5, 0.203125
7, 6, 69, 2, 4, 0.156250
7, 6, 69, 2, 4, 0.156250
8, 5, 58, 1, 4, 0.187500
8, 5, 58, 1, 4, 0.187500
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
8, 5, 54, 1, 4, 0.187500
5, 8, 80, 1, 7, 0.234375
6, 7, 62, 2, 5, 0.171875
6, 7, 62, 2, 5, 0.171875
8, 5, 58, 1, 4, 0.187500
8, 5, 58, 1, 4, 0.187500
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
5, 8, 80, 1, 7, 0.234375
8, 5, 54, 1, 4, 0.187500
5, 8, 80, 1, 7, 0.234375
6, 7, 62, 2, 5, 0.171875
6, 7, 62, 2, 5, 0.171875
6, 7, 74, 1, 6, 0.218750
6, 7, 74, 1, 6, 0.218750
5, 8, 77, 2, 6, 0.187500
5, 8, 77, 2, 6, 0.187500
5, 8, 77, 2, 6, 0.187500
5, 8, 77, 2, 6, 0.187500
8, 5, 54, 0, 5, 0.265625
5, 8, 77, 2, 6, 0.187500
6, 7, 74, 1, 6, 0.218750
6, 7, 74, 1, 6, 0.218750
5, 8, 84, 1, 7, 0.234375
5, 8, 84, 1, 7, 0.234375
5, 8, 87, 3, 5, 0.156250
5, 8, 87, 3, 5, 0.156250
5, 8, 87, 3, 5, 0.156250
5, 8, 87, 3, 5, 0.156250
7, 6, 64, 0, 6, 0.281250
5, 8, 87, 3, 5, 0.156250
6, 7, 82, 2, 5, 0.187500
6, 7, 82, 2, 5, 0.187500
6, 7, 71, 1, 6, 0.203125
6, 7, 71, 1, 6, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
9, 4, 27, 1, 3, 0.156250
5, 8, 51, 0, 5, 0.203125
7, 6, 69, 2, 4, 0.156250
7, 6, 69, 2, 4, 0.156250
6, 7, 71, 1, 6, 0.203125
6, 7, 71, 1, 6, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
9, 4, 27, 1, 3, 0.156250
5, 8, 51, 0, 5, 0.203125
7, 6, 69, 2, 4, 0.156250
7, 6, 69, 2, 4, 0.156250
5, 8, 84, 1, 7, 0.234375
5, 8, 84, 1, 7, 0.234375
5, 8, 87, 3, 5, 0.156250
5, 8, 87, 3, 5, 0.156250
5, 8, 87, 3, 5, 0.156250
5, 8, 87, 3, 5, 0.156250
7, 6, 64, 0, 6, 0.281250
5, 8, 87, 3, 5, 0.156250
6, 7, 82, 2, 5, 0.187500
6, 7, 82, 2, 5, 0.187500
5, 8, 84, 1, 7, 0.234375
5, 8, 84, 1, 7, 0.234375
5, 8, 87, 3, 5, 0.156250
5, 8, 87, 3, 5, 0.156250
5, 8, 87, 3, 5, 0.156250
5, 8, 87, 3, 5, 0.156250
7, 6, 64, 0, 6, 0.281250
5, 8, 87, 3, 5, 0.156250
6, 7, 82, 2, 5, 0.187500
6, 7, 82, 2, 5, 0.187500
7, 6, 69, 2, 4, 0.171875
7, 6, 69, 2, 4, 0.171875
5, 8, 76, 1, 7, 0.218750
5, 8, 76, 1, 7, 0.218750
5, 8, 76, 1, 7, 0.218750
5, 8, 76, 1, 7, 0.218750
8, 5, 45, 0, 5, 0.218750
5, 8, 76, 1, 7, 0.218750
7, 6, 52, 1, 5, 0.187500
7, 6, 52, 1, 5, 0.187500
7, 6, 61, 1, 5, 0.187500
7, 6, 61, 1, 5, 0.187500
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
5, 8, 51, 0, 5, 0.203125
9, 4, 30, 0, 4, 0.203125
5, 8, 51, 0, 5, 0.203125
8, 5, 53, 1, 4, 0.171875
8, 5, 53, 1, 4, 0.171875
7, 6, 72, 2, 4, 0.187500
7, 6, 72, 2, 4, 0.187500
