trivial, nontrivial, cycles, bl, routed, usage
78, 47, 843, 26, 21, 0.268595
83, 42, 879, 22, 20, 0.266529
82, 43, 902, 24, 19, 0.291322
73, 52, 928, 26, 26, 0.270661
74, 51, 1026, 30, 21, 0.289256
80, 45, 940, 24, 21, 0.283058
78, 47, 889, 29, 18, 0.233471
79, 46, 1193, 23, 23, 0.291322
75, 50, 1008, 30, 20, 0.247934
73, 52, 1032, 27, 25, 0.287190
73, 52, 928, 29, 23, 0.258264
71, 54, 1025, 28, 26, 0.266529
82, 43, 945, 27, 16, 0.274793
71, 54, 1093, 26, 28, 0.287190
75, 50, 1041, 26, 24, 0.295455
78, 47, 1107, 26, 21, 0.274793
72, 53, 947, 23, 30, 0.311983
74, 51, 1067, 25, 26, 0.295455
78, 47, 875, 25, 22, 0.280992
68, 57, 1089, 29, 28, 0.270661
75, 50, 859, 29, 21, 0.243802
78, 47, 885, 19, 28, 0.326446
69, 56, 1035, 24, 32, 0.330579
76, 49, 972, 20, 29, 0.318182
76, 49, 972, 20, 29, 0.318182
69, 56, 1032, 25, 31, 0.293388
77, 48, 1003, 28, 20, 0.258264
80, 45, 901, 25, 20, 0.289256
74, 51, 1116, 25, 26, 0.309917
79, 46, 906, 22, 24, 0.287190
74, 51, 1116, 25, 26, 0.309917
80, 45, 868, 18, 27, 0.307851
73, 52, 1087, 32, 20, 0.266529
73, 52, 1087, 32, 20, 0.266529
75, 50, 893, 24, 26, 0.320248
74, 51, 1131, 22, 29, 0.309917
75, 50, 945, 25, 25, 0.270661
76, 49, 1095, 26, 23, 0.301653
72, 53, 1000, 25, 28, 0.293388
72, 53, 1000, 25, 28, 0.293388
71, 54, 1017, 29, 25, 0.266529
74, 51, 1036, 26, 25, 0.297521
79, 46, 927, 22, 24, 0.307851
71, 54, 1190, 27, 27, 0.301653
80, 45, 1105, 24, 21, 0.264463
71, 54, 1190, 27, 27, 0.301653
76, 49, 975, 25, 24, 0.285124
80, 45, 934, 22, 23, 0.291322
75, 50, 957, 21, 29, 0.309917
76, 49, 1083, 26, 23, 0.283058
68, 57, 1010, 28, 29, 0.280992
77, 48, 941, 27, 21, 0.268595
68, 57, 1010, 28, 29, 0.280992
73, 52, 1044, 25, 27, 0.303719
71, 54, 969, 29, 25, 0.260331
85, 40, 909, 24, 16, 0.250000
79, 46, 912, 26, 20, 0.272727
77, 48, 1051, 23, 25, 0.299587
73, 52, 1001, 26, 26, 0.287190
66, 59, 1123, 24, 35, 0.326446
73, 52, 1001, 26, 26, 0.287190
73, 52, 1053, 24, 28, 0.305785
72, 53, 979, 30, 23, 0.258264
74, 51, 947, 27, 24, 0.268595
73, 52, 1038, 33, 19, 0.270661
71, 54, 1078, 34, 20, 0.276860
70, 55, 1099, 26, 29, 0.301653
71, 54, 1078, 34, 20, 0.276860
82, 43, 820, 21, 22, 0.270661
78, 47, 1040, 21, 26, 0.303719
80, 45, 857, 21, 24, 0.278926
72, 53, 1002, 31, 22, 0.268595
72, 53, 1002, 31, 22, 0.268595
73, 52, 928, 26, 26, 0.276860
82, 43, 863, 22, 21, 0.270661
81, 44, 939, 23, 21, 0.278926
75, 50, 856, 22, 28, 0.285124
75, 50, 856, 22, 28, 0.285124
70, 55, 978, 29, 26, 0.262397
74, 51, 974, 22, 29, 0.311983
73, 52, 1082, 31, 21, 0.256198
77, 48, 964, 25, 23, 0.283058
70, 55, 1042, 26, 29, 0.293388
79, 46, 1062, 24, 22, 0.283058
66, 59, 1160, 28, 31, 0.285124
73, 52, 1180, 28, 24, 0.274793
76, 49, 950, 25, 24, 0.301653
84, 41, 1018, 27, 14, 0.252066
73, 52, 1180, 28, 24, 0.274793
73, 52, 955, 28, 24, 0.274793
69, 56, 1004, 31, 25, 0.245868
70, 55, 1072, 29, 26, 0.268595
80, 45, 899, 26, 19, 0.274793
69, 56, 1004, 31, 25, 0.245868
77, 48, 915, 29, 19, 0.245868
71, 54, 922, 27, 27, 0.260331
74, 51, 1131, 30, 21, 0.264463
74, 51, 1005, 21, 30, 0.316116
72, 53, 1025, 24, 29, 0.307851
76, 49, 929, 22, 27, 0.283058
78, 47, 864, 25, 22, 0.254132
71, 54, 1093, 28, 26, 0.270661
73, 52, 1057, 26, 26, 0.293388
73, 52, 1057, 26, 26, 0.293388
78, 47, 909, 25, 22, 0.295455
77, 48, 950, 24, 24, 0.289256
71, 54, 1104, 28, 26, 0.283058
73, 52, 945, 23, 29, 0.297521
74, 51, 954, 25, 26, 0.309917
77, 48, 925, 25, 23, 0.278926
67, 58, 1284, 31, 27, 0.283058
76, 49, 878, 28, 21, 0.266529
75, 50, 1098, 22, 28, 0.307851
73, 52, 1010, 24, 28, 0.307851
72, 53, 968, 24, 29, 0.278926
76, 49, 1052, 24, 25, 0.299587
75, 50, 1030, 27, 23, 0.287190
74, 51, 1001, 22, 29, 0.305785
68, 57, 1236, 31, 26, 0.278926
79, 46, 976, 23, 23, 0.291322
64, 61, 1231, 29, 32, 0.278926
69, 56, 1089, 30, 26, 0.278926
73, 52, 1193, 27, 25, 0.285124
73, 52, 1193, 27, 25, 0.285124
71, 54, 889, 25, 29, 0.274793
68, 57, 979, 32, 25, 0.245868
80, 45, 1039, 26, 19, 0.264463
77, 48, 1146, 24, 24, 0.311983
71, 54, 1135, 30, 24, 0.268595
66, 59, 1032, 31, 28, 0.274793
73, 52, 991, 24, 28, 0.289256
74, 51, 992, 28, 23, 0.291322
65, 60, 1144, 3
