trivial, nontrivial, cycles, bl, routed, usage
9, 10, 99, 3, 7, 0.170000
13, 6, 68, 2, 4, 0.180000
12, 7, 77, 0, 7, 0.260000
12, 7, 86, 2, 5, 0.220000
10, 9, 88, 1, 8, 0.230000
11, 8, 90, 1, 7, 0.230000
14, 5, 54, 1, 4, 0.180000
10, 9, 88, 1, 8, 0.230000
9, 10, 90, 3, 7, 0.170000
13, 6, 69, 2, 4, 0.180000
10, 9, 103, 1, 8, 0.260000
9, 10, 121, 2, 8, 0.210000
13, 6, 26, 0, 3, 0.170000
12, 7, 76, 0, 7, 0.240000
12, 7, 58, 1, 6, 0.190000
13, 6, 76, 0, 6, 0.260000
15, 4, 42, 1, 3, 0.190000
12, 7, 58, 1, 6, 0.190000
9, 10, 109, 2, 8, 0.220000
11, 8, 97, 1, 7, 0.240000
9, 10, 125, 2, 8, 0.240000
11, 8, 86, 1, 7, 0.230000
11, 8, 90, 2, 6, 0.200000
14, 5, 70, 1, 4, 0.230000
8, 11, 106, 3, 8, 0.190000
11, 8, 81, 1, 7, 0.200000
12, 7, 37, 1, 3, 0.160000
8, 11, 106, 3, 8, 0.190000
10, 9, 92, 2, 7, 0.190000
12, 7, 66, 1, 6, 0.220000
10, 9, 105, 1, 8, 0.250000
11, 8, 79, 1, 7, 0.210000
14, 5, 70, 1, 4, 0.200000
12, 7, 75, 0, 7, 0.270000
10, 9, 96, 1, 8, 0.220000
12, 7, 92, 1, 6, 0.240000
15, 4, 48, 1, 3, 0.170000
10, 9, 96, 1, 8, 0.220000
8, 11, 120, 2, 9, 0.220000
11, 8, 101, 2, 6, 0.180000
9, 10, 99, 2, 8, 0.190000
14, 5, 79, 1, 4, 0.220000
11, 8, 113, 1, 7, 0.230000
11, 8, 87, 3, 5, 0.170000
10, 9, 85, 1, 8, 0.220000
9, 10, 122, 1, 9, 0.250000
13, 6, 67, 1, 5, 0.200000
10, 9, 85, 1, 8, 0.220000
9, 10, 87, 2, 8, 0.210000
14, 5, 68, 2, 3, 0.190000
8, 11, 113, 2, 9, 0.220000
12, 7, 81, 2, 5, 0.180000
14, 5, 77, 1, 4, 0.180000
12, 7, 63, 0, 7, 0.230000
11, 8, 83, 1, 7, 0.200000
11, 8, 96, 1, 7, 0.260000
15, 4, 33, 0, 4, 0.200000
11, 8, 83, 1, 7, 0.200000
9, 10, 96, 2, 8, 0.210000
12, 7, 73, 1, 6, 0.190000
10, 9, 103, 1, 8, 0.260000
9, 10, 121, 2, 8, 0.210000
13, 6, 26, 0, 3, 0.170000
12, 7, 76, 0, 7, 0.240000
12, 7, 58, 1, 6, 0.190000
13, 6, 76, 0, 6, 0.260000
15, 4, 42, 1, 3, 0.190000
12, 7, 58, 1, 6, 0.190000
9, 10, 109, 2, 8, 0.220000
11, 8, 97, 1, 7, 0.240000
10, 9, 105, 1, 8, 0.250000
11, 8, 79, 1, 7, 0.210000
14, 5, 70, 1, 4, 0.200000
12, 7, 75, 0, 7, 0.270000
10, 9, 96, 1, 8, 0.220000
12, 7, 92, 1, 6, 0.240000
15, 4, 48, 1, 3, 0.170000
10, 9, 96, 1, 8, 0.220000
8, 11, 120, 2, 9, 0.220000
11, 8, 101, 2, 6, 0.180000
10, 9, 105, 1, 8, 0.250000
11, 8, 79, 1, 7, 0.210000
14, 5, 70, 1, 4, 0.200000
12, 7, 75, 0, 7, 0.270000
10, 9, 96, 1, 8, 0.220000
12, 7, 92, 1, 6, 0.240000
15, 4, 48, 1, 3, 0.170000
10, 9, 96, 1, 8, 0.220000
8, 11, 120, 2, 9, 0.220000
11, 8, 101, 2, 6, 0.180000
9, 10, 99, 3, 7, 0.170000
13, 6, 68, 2, 4, 0.180000
12, 7, 77, 0, 7, 0.260000
12, 7, 86, 2, 5, 0.220000
10, 9, 88, 1, 8, 0.230000
11, 8, 90, 1, 7, 0.230000
14, 5, 54, 1, 4, 0.180000
10, 9, 88, 1, 8, 0.230000
9, 10, 90, 3, 7, 0.170000
13, 6, 69, 2, 4, 0.180000
8, 11, 113, 2, 9, 0.220000
12, 7, 81, 2, 5, 0.180000
14, 5, 77, 1, 4, 0.180000
12, 7, 63, 0, 7, 0.230000
