trivial, nontrivial, cycles, bl, routed, usage
22, 20, 298, 8, 12, 0.326389
22, 20, 296, 8, 12, 0.326389
28, 14, 234, 7, 7, 0.312500
25, 17, 246, 9, 8, 0.277778
25, 17, 272, 8, 9, 0.312500
22, 20, 296, 8, 12, 0.326389
24, 18, 284, 8, 10, 0.347222
25, 17, 285, 9, 8, 0.284722
23, 19, 260, 7, 12, 0.319444
24, 18, 258, 8, 10, 0.333333
24, 18, 270, 8, 10, 0.326389
24, 18, 258, 8, 10, 0.333333
22, 20, 268, 11, 9, 0.256944
28, 14, 227, 8, 6, 0.298611
22, 20, 259, 11, 9, 0.263889
21, 21, 277, 7, 14, 0.333333
28, 14, 242, 7, 7, 0.333333
28, 14, 242, 7, 7, 0.333333
26, 16, 193, 7, 9, 0.312500
22, 20, 259, 11, 9, 0.263889
24, 18, 266, 7, 11, 0.326389
23, 19, 295, 7, 12, 0.354167
23, 19, 273, 6, 13, 0.354167
21, 21, 313, 7, 14, 0.368056
20, 22, 294, 10, 12, 0.270833
21, 21, 313, 7, 14, 0.368056
23, 19, 295, 7, 12, 0.354167
21, 21, 272, 10, 11, 0.298611
21, 21, 276, 9, 12, 0.298611
27, 15, 249, 7, 8, 0.305556
25, 17, 260, 7, 10, 0.319444
25, 17, 260, 7, 10, 0.319444
25, 17, 243, 9, 8, 0.291667
21, 21, 272, 10, 11, 0.298611
21, 21, 348, 9, 12, 0.333333
23, 19, 356, 12, 7, 0.298611
29, 13, 211, 4, 9, 0.340278
21, 21, 342, 10, 11, 0.284722
19, 23, 314, 7, 16, 0.395833
21, 21, 267, 11, 10, 0.270833
28, 14, 228, 7, 7, 0.298611
28, 14, 228, 7, 7, 0.298611
25, 17, 227, 9, 8, 0.291667
21, 21, 267, 11, 10, 0.270833
21, 21, 345, 8, 13, 0.361111
23, 19, 258, 10, 9, 0.291667
26, 16, 279, 6, 10, 0.361111
19, 23, 343, 11, 12, 0.298611
26, 16, 279, 6, 10, 0.361111
23, 19, 249, 7, 12, 0.326389
20, 22, 293, 9, 13, 0.319444
23, 19, 258, 10, 9, 0.291667
24, 18, 299, 7, 11, 0.326389
26, 16, 273, 9, 7, 0.284722
25, 17, 302, 9, 8, 0.298611
24, 18, 294, 10, 8, 0.298611
26, 16, 272, 9, 7, 0.277778
26, 16, 246, 7, 9, 0.326389
24, 18, 282, 9, 9, 0.298611
22, 20, 289, 9, 11, 0.326389
23, 19, 290, 9, 10, 0.333333
24, 18, 242, 9, 9, 0.284722
24, 18, 312, 10, 8, 0.284722
26, 16, 246, 7, 9, 0.326389
25, 17, 244, 5, 12, 0.347222
23, 19, 263, 7, 12, 0.347222
22, 20, 302, 10, 10, 0.277778
19, 23, 328, 9, 14, 0.319444
22, 20, 302, 10, 10, 0.277778
22, 20, 280, 8, 12, 0.319444
24, 18, 292, 7, 11, 0.347222
21, 21, 390, 10, 11, 0.298611
26, 16, 252, 7, 9, 0.312500
24, 18, 282, 8, 10, 0.333333
25, 17, 290, 8, 9, 0.298611
23, 19, 305, 6, 13, 0.361111
22, 20, 252, 7, 13, 0.347222
24, 18, 299, 7, 11, 0.347222
25, 17, 248, 5, 12, 0.375000
25, 17, 277, 8, 9, 0.305556
21, 21, 310, 11, 10, 0.270833
26, 16, 255, 9, 7, 0.256944
27, 15, 279, 9, 6, 0.319444
20, 22, 333, 12, 10, 0.263889
21, 21, 292, 7, 14, 0.368056
20, 22, 333, 12, 10, 0.263889
22, 20, 298, 10, 10, 0.284722
22, 20, 351, 10, 10, 0.340278
21, 21, 310, 11, 10, 0.270833
19, 23, 319, 9, 14, 0.319444
20, 22, 345, 9, 13, 0.354167
27, 15, 233, 4, 11, 0.361111
19, 23, 319, 9, 14, 0.319444
22, 20, 256, 9, 11, 0.298611
21, 21, 286, 9, 12, 0.305556
25, 17, 298, 6, 11, 0.347222
20, 22, 316, 7, 15, 0.347222
25, 17, 298, 6, 11, 0.347222
23, 19, 226, 7, 12, 0.312500
22, 20, 256, 9, 11, 0.298611
27, 15, 226, 6, 9, 0.319444
23, 19, 297, 7, 12, 0.361111
23, 19, 274, 6, 13, 0.361111
25, 17, 231, 7, 10, 0.305556
21, 21, 311, 11, 10, 0.250000
25, 17, 231, 7, 10, 0.305556
23, 19, 297, 7, 12, 0.361111
21, 21, 344, 10, 11, 0.312500
24, 18, 281, 8, 10, 0.305556
24, 18, 270, 9, 9, 0.284722
21, 21, 294, 9, 12, 0.340278
24, 18, 270, 9, 9, 0.284722
23, 19, 282, 10, 9, 0.263889
21, 21, 344, 10, 11, 0.312500
21, 21, 279, 11, 10, 0.256944
19, 23, 330, 8, 15, 0.347222
22, 20, 300, 10, 10, 0.291667
22, 20, 300, 10, 10, 0.291667
22, 20, 282, 9, 11, 0.319444
21, 21, 279, 11, 10, 0.256944
27, 15, 263, 7, 8, 0.333333
25, 17, 257, 8, 9, 0.298611
20, 22, 331, 10, 12, 0.319444
23, 19, 270, 10, 9, 0.291667
24, 18, 307, 10, 8, 0.263889
28, 14, 245, 8, 6, 0.298611
24, 18, 307, 10, 8, 0.263889
21, 21, 326, 9, 12, 0.340278
23, 19, 282, 9, 10, 0.319444
25, 17, 257, 8, 9, 0.298611
25, 17, 271, 7, 10, 0.319444
26, 16, 260, 7, 9, 0.347222
24, 18, 256, 9, 9, 0.284722
25, 17, 265, 9, 8, 0.277778
26, 16, 211, 5, 11, 0.340278
26, 16, 263, 5, 11, 0.354167
22, 20, 341, 8, 12, 0.340278
21, 21, 316, 8, 13, 0.361111
27, 15, 243, 9, 6, 0.270833
20, 22, 357, 10, 12, 0.319444
27, 15, 265, 7, 8, 0.333333
20, 22, 357, 10, 12, 0.319444
21, 21, 320, 8, 13, 0.340278
21, 21, 314, 8, 13, 0.361111
21, 21, 255, 5, 16, 0.402778
22, 20, 239, 8, 12, 0.284722
22, 20, 293, 7, 13, 0.333333
21, 21, 347, 8, 13, 0.354167
22, 20, 239, 8, 12, 0.284722
26, 16, 286, 6, 10, 0.340278
25, 17, 271, 10, 7, 0.243056
29, 13, 224, 5, 8, 0.319444
22, 20, 289, 6, 14, 0.381944
26, 16, 279, 9, 7, 0.291667
24, 18, 342, 8, 10, 0.326389
24, 18, 248, 7, 11, 0.319444
24, 18, 311, 8, 10, 0.326389
26, 16, 241, 7, 9, 0.340278
24, 18, 257, 6, 12, 0.354167
28, 14, 214, 5, 9, 0.347222
23, 19, 274, 8, 11, 0.305556
28, 14, 301, 7, 7, 0.305556
25, 17, 263, 7, 10, 0.312500
24, 18, 267, 8, 10, 0.388889
24, 18, 264, 7, 11, 0.319444
22, 20, 295, 7, 13, 0.368056
22, 20, 302, 10, 10, 0.305556
24, 18, 267, 8, 10, 0.388889
27, 15, 227, 4, 11, 0.368056
22, 20, 259, 8, 12, 0.305556
23, 19, 297, 8, 11, 0.312500
21, 21, 302, 11, 10, 0.263889
21, 21, 302, 11, 10, 0.263889
25, 17, 275, 9, 8, 0.284722
22, 20, 259, 8, 12, 0.305556
27, 15, 226, 6, 9, 0.319444
23, 19, 297, 7, 12, 0.361111
23, 19, 274, 6, 13, 0.361111
25, 17, 231, 7, 10, 0.305556
21, 21, 311, 11, 10, 0.250000
25, 17, 231, 7, 10, 0.305556
23, 19, 297, 7, 12, 0.361111
22, 20, 284, 8, 12, 0.312500
26, 16, 253, 7, 9, 0.312500
25, 17, 247, 6, 11, 0.333333
21, 21, 349, 10, 11, 0.326389
21, 21, 349, 10, 11, 0.326389
25, 17, 282, 7, 10, 0.361111
26, 16, 253, 7, 9, 0.312500
24, 18, 351, 8, 10, 0.333333
22, 20, 278, 7, 13, 0.333333
23, 19, 281, 6, 13, 0.361111
26, 16, 247, 7, 9, 0.326389
25, 17, 300, 7, 10, 0.388889
25, 17, 254, 5, 12, 0.388889
27, 15, 263, 7, 8, 0.333333
25, 17, 257, 8, 9, 0.298611
20, 22, 331, 10, 12, 0.319444
23, 19, 270, 10, 9, 0.291667
24, 18, 307, 10, 8, 0.263889
28, 14, 245, 8, 6, 0.298611
24, 18, 307, 10, 8, 0.263889
21, 21, 326, 9, 12, 0.340278
23, 19, 282, 9, 10, 0.319444
25, 17, 257, 8, 9, 0.298611
25, 17, 307, 9, 8, 0.291667
25, 17, 249, 7, 10, 0.333333
24, 18, 345, 8, 10, 0.340278
23, 19, 308, 8, 11, 0.319444
27, 15, 233, 8, 7, 0.312500
21, 21, 267, 11, 10, 0.270833
19, 23, 298, 8, 15, 0.319444
28, 14, 234, 6, 8, 0.347222
28, 14, 234, 6, 8, 0.347222
24, 18, 234, 9, 9, 0.284722
21, 21, 267, 11, 10, 0.270833
24, 18, 284, 8, 10, 0.347222
25, 17, 285, 9, 8, 0.284722
