trivial, nontrivial, cycles, bl, routed, usage
17, 15, 207, 8, 7, 0.194444
18, 14, 212, 7, 7, 0.194444
18, 14, 206, 5, 9, 0.256944
18, 14, 206, 5, 9, 0.256944
17, 15, 244, 5, 10, 0.305556
18, 14, 206, 5, 9, 0.256944
17, 15, 244, 5, 10, 0.305556
15, 17, 257, 7, 10, 0.250000
15, 17, 219, 5, 12, 0.250000
17, 15, 207, 8, 7, 0.194444
17, 15, 215, 8, 7, 0.201389
17, 15, 244, 7, 8, 0.215278
18, 14, 209, 5, 9, 0.263889
18, 14, 209, 5, 9, 0.263889
17, 15, 214, 3, 12, 0.354167
18, 14, 209, 5, 9, 0.263889
17, 15, 214, 3, 12, 0.354167
15, 17, 247, 7, 10, 0.256944
15, 17, 232, 6, 11, 0.229167
17, 15, 215, 8, 7, 0.201389
21, 11, 179, 5, 6, 0.236111
17, 15, 208, 6, 9, 0.250000
16, 16, 214, 5, 11, 0.263889
16, 16, 214, 5, 11, 0.263889
18, 14, 236, 6, 8, 0.263889
16, 16, 214, 5, 11, 0.263889
18, 14, 236, 6, 8, 0.263889
17, 15, 235, 6, 9, 0.256944
14, 18, 256, 8, 10, 0.243056
21, 11, 179, 5, 6, 0.236111
16, 16, 216, 6, 10, 0.270833
20, 12, 168, 4, 8, 0.270833
17, 15, 247, 8, 7, 0.215278
17, 15, 247, 8, 7, 0.215278
21, 11, 213, 5, 6, 0.243056
17, 15, 247, 8, 7, 0.215278
21, 11, 213, 5, 6, 0.243056
18, 14, 200, 6, 8, 0.236111
20, 12, 219, 8, 4, 0.180556
16, 16, 216, 6, 10, 0.270833
14, 18, 240, 8, 10, 0.250000
13, 19, 244, 8, 11, 0.256944
14, 18, 255, 5, 13, 0.319444
14, 18, 255, 5, 13, 0.319444
16, 16, 226, 4, 12, 0.284722
14, 18, 255, 5, 13, 0.319444
16, 16, 226, 4, 12, 0.284722
17, 15, 216, 6, 9, 0.250000
18, 14, 205, 5, 9, 0.236111
14, 18, 240, 8, 10, 0.250000
18, 14, 211, 7, 7, 0.229167
20, 12, 234, 6, 6, 0.222222
15, 17, 238, 6, 11, 0.277778
15, 17, 238, 6, 11, 0.277778
17, 15, 236, 6, 9, 0.229167
15, 17, 238, 6, 11, 0.277778
17, 15, 236, 6, 9, 0.229167
21, 11, 167, 4, 7, 0.250000
18, 14, 195, 3, 11, 0.305556
18, 14, 211, 7, 7, 0.229167
17, 15, 219, 7, 8, 0.291667
18, 14, 267, 7, 7, 0.229167
18, 14, 207, 5, 9, 0.291667
18, 14, 207, 5, 9, 0.291667
18, 14, 224, 6, 8, 0.236111
18, 14, 207, 5, 9, 0.291667
18, 14, 224, 6, 8, 0.236111
20, 12, 173, 4, 8, 0.236111
18, 14, 211, 5, 9, 0.291667
17, 15, 219, 7, 8, 0.291667
14, 18, 243, 7, 11, 0.256944
14, 18, 282, 7, 11, 0.284722
15, 17, 251, 5, 12, 0.312500
15, 17, 251, 5, 12, 0.312500
18, 14, 203, 3, 11, 0.298611
15, 17, 251, 5, 12, 0.312500
18, 14, 203, 3, 11, 0.298611
18, 14, 222, 6, 8, 0.250000
19, 13, 223, 5, 8, 0.256944
14, 18, 243, 7, 11, 0.256944
19, 13, 197, 6, 7, 0.236111
17, 15, 246, 6, 9, 0.277778
20, 12, 214, 6, 6, 0.236111
20, 12, 214, 6, 6, 0.236111
15, 17, 235, 7, 10, 0.236111
20, 12, 214, 6, 6, 0.236111
15, 17, 235, 7, 10, 0.236111
14, 18, 231, 6, 12, 0.277778
18, 14, 208, 7, 7, 0.208333
19, 13, 197, 6, 7, 0.236111
14, 18, 240, 8, 10, 0.250000
13, 19, 244, 8, 11, 0.256944
14, 18, 255, 5, 13, 0.319444
14, 18, 255, 5, 13, 0.319444
16, 16, 226, 4, 12, 0.284722
14, 18, 255, 5, 13, 0.319444
16, 16, 226, 4, 12, 0.284722
17, 15, 216, 6, 9, 0.250000
